customer_id,name,age,country,purchase_amount,age_group,email_hashed
4660,Customer_4660,28,UK,3354,Young,3627e61f6d37d10c99d4074ced1d6d6446b8f705987b076e2bc1c6c405ad54c8
4661,Customer_4661,23,India,1247,Young,e6310d23b5ef22bfd5ddc19de3bdb48be827ef859c15f015edbc60ed311c6e73
4662,Customer_4662,38,USA,4265,Adult,651f6d76b7db6d18caaae8d0307ed23872c1d09e88afa53b884c7f7bd27d28ae
4663,Customer_4663,46,UK,1731,Adult,11054bf92c6e8f97ea3cda1d2e20d067360d8471ca13f54fef94f73b316f2fb3
4664,Customer_4664,27,India,3405,Young,2f7c11da2244d42a1ed25f0eb8bdc219628c2552352484848cfe988fcefc7cbb
4665,Customer_4665,66,UK,338,Senior,9399d3f92a11ff7dbfa28491f6cd5cf9bbc4c2a771271fee70f4c43281fbd5cf
4666,Customer_4666,52,India,922,Senior,f34de480a8af05425b4843def5d390d0ac5095386fd1eed739a05d363309fdba
4667,Customer_4667,54,USA,574,Senior,05d4ab28d8556ef294f05bdc4455837ed1f806077e3e1deb32de4a7525b64ce0
4668,Customer_4668,59,UK,2287,Senior,00b14b4c839ed2e14132f98b6db1b0be2938ef14d0255e209db09bc847dae008
4669,Customer_4669,53,UK,4872,Senior,00a8532c2d3264517cd302eb8985bde3cf10272316b5a89843d2fc4881484786
4670,Customer_4670,56,India,388,Senior,16d25e6b5184c57d6230fce18f239f35154025a048dc34201a155c7541877d45
4671,Customer_4671,44,UK,3330,Adult,61f8744588d29dfda69caf1829fd4cb7d83545a3d4955e023bd280ee7bd18d44
4672,Customer_4672,26,UK,1634,Young,4786dea97c6318264cd452ed8c20b47d10097cda4a3d066e904fbf56e013022e
4673,Customer_4673,21,USA,954,Young,aa987064ee5b8fb26003be8ee169316ef877eb53d662e3deff596d25a1ba4015
4674,Customer_4674,41,USA,1799,Adult,755b847ea54c0403a2a20bc33c2210a99a6ae2610a1ff9f966aa14d76b2bd6c9
4675,Customer_4675,68,USA,111,Senior,3f2ab91f96a1c2e497f9e6c8fa933dd5134d8f3ad78f4909ead0f629826c2d49
4676,Customer_4676,60,India,3014,Senior,876ae965001f6332996ceb848a243788f8c4a297fc96db90c4a338b2508d72cf
4677,Customer_4677,20,USA,4949,Young,74cd08dc0fa975c37af02a8953cbd0a301b05c78117aa90155b667cd8e503f3b
4678,Customer_4678,61,USA,745,Senior,2b469ff7053a5163ee4f0acd66d4047faf275a2b1f3f16c2fa1036a4f2d2be88
4679,Customer_4679,56,UK,2030,Senior,230d1f2667d69c4f408600b0025f348624cad85bf298db4f86a7991973f5ab3b
4680,Customer_4680,54,USA,4980,Senior,39fe90ed8a9094417cf297ec43b4d673bd617d8aa3e045a2e05ea3261211faca
4681,Customer_4681,32,India,4966,Adult,c1cf39049c81dc0dcf881b203ef18383331a0a85c55e3b9f53b79e484790c6e6
4682,Customer_4682,58,India,1538,Senior,1223f8597c631124f69738ea68669f6529e1a6eeb0e41f9db8e37f7e5c2b4fad
4683,Customer_4683,28,UK,4839,Young,7563561e9a83375e1d2b2b8a8d805eb7b9c8e987bc85b16f432b7ece4dc23494
4684,Customer_4684,18,UK,4645,Young,a1ee7abc230c491b8072de26b1f965470b58f1ca7c6137c4589cc8a0e9c1d1cb
4685,Customer_4685,54,India,3610,Senior,6f50001ad09c59bebf9a7472b76f770de88d6672bb00ade7f64fb193dd41f751
4686,Customer_4686,63,USA,4359,Senior,8f27b28681e0471450591bf117cc68862633d59129562f89002574a1200cac8b
4687,Customer_4687,39,India,799,Adult,02f7a8465efc48f3ded6eb87a6e37f85652f5ef8f63a9d9373efbb03e2183b01
4688,Customer_4688,24,UK,3133,Young,2dbebb3760367c8b6d70bdc38e038f77e7a7c306453e82d5cf2ee8f244719356
4689,Customer_4689,47,India,4791,Adult,ab41dd4a28c230c3e39f3ec9f0da25f1f6a79babe4f64a6014c1f8e1f4677ced
4690,Customer_4690,20,UK,2912,Young,45f0920a3f34e021cb30d7bf6552e9a624e4762b925051eb3118b46d2d9bba27
4691,Customer_4691,38,UK,1131,Adult,789ab3dad18b283a3535b298aa0e42a65dc628aabe187efb588001c03f4e61a3
4692,Customer_4692,50,India,1584,Senior,0de5e6099c79ebe17b3d7575bef6bcbc075bebfcb271673be349e7c3340c8e8d
4693,Customer_4693,65,USA,1291,Senior,692b739d004bf5ee20e7546181e358e1a3d21c18895d8cc4bfac741359efe9ed
4694,Customer_4694,60,India,4906,Senior,7cafe36aba7cbee4f3ca1f38ca70cb648b86737dcfd5a247d5fd632af231c78d
4695,Customer_4695,58,UK,2499,Senior,2d7287bc22077e0e264266ac1929247fe979d07e80034e1cb882c6a4cb986120
4696,Customer_4696,70,USA,523,Senior,a5059ff3be8322ff6af9eb16616990e6cb88379b0fad6d416ba7d4552ae7d471
4697,Customer_4697,44,UK,1378,Adult,2a4aa23079eff0081b9acdc9d57079b41babd967b8a0b13868eef047e966d199
4698,Customer_4698,29,India,1237,Young,34486977dcb5a0fd728cbb5feccdcc17ec66ab6f3de0881ba7e4be712a7f7733
4699,Customer_4699,37,India,2460,Adult,a7a865f3e4525a5de4a3c5dbad79c72f6aa58b1adf626de382774551978ed87e
4700,Customer_4700,67,USA,3740,Senior,136a3df57f129a837ae863ae820989daae8c2f2cfb2cb029025c525431adaa66
4701,Customer_4701,70,USA,1522,Senior,f033e6a1e7734769065774d2f1ec1abdf6c0e09e3cfa937a619d430a58d63090
4702,Customer_4702,39,UK,2614,Adult,be1f4fb2d36953c1c53e04c89d08bc57b411673b2f26d1c7df58b2252473f69e
4703,Customer_4703,51,USA,1153,Senior,5113362bae3b851d0ead8e3ed1eb0c14995cf465c0f658ab9b9319fd00b6bdbd
4704,Customer_4704,54,UK,2153,Senior,39d2540691bd1a91af224938620797bf3c2f0e0e6d836b11951c804840cad6c5
4705,Customer_4705,27,USA,3629,Young,93940bf18f0e984f4329fb240d22127982f775c36fabee5cb143f0ac228ab58c
4706,Customer_4706,25,USA,664,Young,e0b0479edd96c8aeac478b6215b896f6c95e0e06497e679e86024193cd66410b
4707,Customer_4707,39,India,1115,Adult,4d01000845d63237a5c3f55365ec5d6f0da73e890c6b18386f6994f26d4f8d90
4708,Customer_4708,56,UK,4729,Senior,ab6e21dc9d8c792b3bc1bbac178cf0a6233bddfff9db41b2246e6da6adc7a3e2
4709,Customer_4709,41,USA,755,Adult,d91939a2c3518372b8d9e976afd4e117ff9632b7d26e615a947d6ee011ba9aec
4710,Customer_4710,18,India,3963,Young,7d8d4dea80d05324b1de9d276a690c5b05404d541ddec3368d8685dcd6797c82
4711,Customer_4711,61,UK,2582,Senior,8b9b7c0728ebb4f3679fca361f86790e28ea926eb6d9538868a41dc0922f662e
4712,Customer_4712,26,USA,1080,Young,234f78c51d4132ec3b6adef83ad8061c92791c0f5c45edfc380214514434e851
4713,Customer_4713,32,USA,2471,Adult,e872de20e9f00e8d2d9347e9e66425b5acb2606d14a12cb47ae36a34849bebf8
4714,Customer_4714,49,India,2242,Adult,3ec5a6628465a85a7de9e86c68f99930bfa3a0cd3662722bc615168cdb31d13a
4715,Customer_4715,69,UK,2570,Senior,b658fc6339f33816bb1979643e0325786febeac0cda263e286c47ff5d200873c
4716,Customer_4716,54,UK,1748,Senior,974dca40c8518c0aabf7ab5c3cc992748f782bcbbd0963d2bbd4fea50cab7ef5
4717,Customer_4717,53,USA,440,Senior,2705b930f7e90619005d55e7faf2b87f942e7d3497021b391b4c8d0cc8d7dc02
4718,Customer_4718,26,USA,1181,Young,8456f5a197b2075ee5717091f536330cd53539bc38483de73c6b317a3d9fcd01
4719,Customer_4719,56,USA,3306,Senior,02b70bc392b39ca639e9dc412cbb3ce1314a2b7892616396a3c840b7692f19f0
4720,Customer_4720,20,UK,4415,Young,1c62f2983948c7f07313dad07e075a84171b139707a1cfd458e4fef3aeee1490
4721,Customer_4721,47,USA,4160,Adult,7c05a1556657eae6d528d7605b37ca0249a7e82438cf8bc1f8c3621cf3d4d5b2
4722,Customer_4722,68,UK,4034,Senior,945ecef3e74010830ce26ebd8a6851c7f7c0bc26189f556cb7d8b03b56fc42fa
4723,Customer_4723,63,India,2490,Senior,40a69bb444e35d9fd916d641d5cc4dfe8d59c9bba9913d23d636db93c4221781
4724,Customer_4724,30,UK,1638,Adult,951b534b7e38f37214a917d955dca2be5516590df797956ed764c083d24d4a89
4725,Customer_4725,41,India,2101,Adult,32c6189d446dc1d9a183fd2b6e067373978cfdedf22121466293923eeda1b45a
4726,Customer_4726,43,India,4034,Adult,4f4b0bf8789d8d9e839cef2ef2960b8d4fa0b92462b68ba647775ef76800fcd6
4727,Customer_4727,36,UK,1027,Adult,c72504c9e4ce113f77853874790ac960c8303e6e48321da3ad8b2f01959ff5c1
4728,Customer_4728,24,USA,642,Young,fc268244e9b9a2474c917b0d5be10301a4be44b9d96a631c073d958531185846
4729,Customer_4729,63,UK,3392,Senior,fe66b5b9e03f808999cbdeba40955881ac768c026a806415de873c5839d50c5c
4730,Customer_4730,64,India,812,Senior,c5fcb6b6f140fddbf70bc910ddda6571bff0ba7e7e90cecaa0c7e6c982a32cf5
4731,Customer_4731,47,India,1649,Adult,02f1a4da4173f118580b975e0d68fe3d81ffb54d3f1fbebca3d446e039954e52
4732,Customer_4732,44,USA,314,Adult,9905ca192f3d6d013c797f1e42405f7d1ced186d1b6f16ccff6aec1f20db55e2
4733,Customer_4733,63,India,3281,Senior,b693b74af7754ba67355909b7fac8d890a4eed7de0d80fb7975853ce1c2a78a6
4734,Customer_4734,70,USA,4623,Senior,17159143c8fb9bbcfbd69c17773f6f8b290fcdaa7209239e79d08346bf9f7913
4735,Customer_4735,26,USA,3744,Young,5dd83997e0a25be898b6059d51369998a6cb2941e35163278a2297225f9b47ab
4736,Customer_4736,50,USA,4359,Senior,fa38033b53fa1374e6830eaa36100c425287147c2a1b11b6d684a40fd78c53e7
4737,Customer_4737,64,India,3638,Senior,ee9ca1627fd59114e8df5c4a61b478648121cbe74652497dcefb7e779788d8e9
4738,Customer_4738,58,USA,2852,Senior,42be5b76540e34e172a80c84b146dfffb2b3497c1ef8551fc804ece80005c607
4739,Customer_4739,64,UK,1669,Senior,9acd3448f87cb02ec582f720292bb79367b851d054ed2edc65d3ced318d972e5
4740,Customer_4740,60,UK,1615,Senior,d5e237b17f97350abfb89e31ddd931f7ed95218a1fafc7af014f97f3f821f645
4741,Customer_4741,62,UK,3219,Senior,326757a9e37618465b3a568846c4dbfa7f148b86e99fb733031711ebcd25f208
4742,Customer_4742,26,USA,2954,Young,fa6cce5e2ce640281286408c4d6b684d01ecc89a3afaa11000879a10f720b895
4743,Customer_4743,54,UK,2294,Senior,663877b9ff128d3e8d811b2ddf6d5fb22d10989ae4112497582e97289357eed5
4744,Customer_4744,56,USA,2988,Senior,b6c4f63321dceb38a2f81a2f782e777cc49cae0973cf6b5f79384e9d47039f2b
4745,Customer_4745,61,USA,3712,Senior,f9b8cbdfead915e33b5630f664d0b1a2dd33373eb7632be9d80951edd68f8141
4746,Customer_4746,38,USA,4471,Adult,18c138d060fb94154da2bceb32288d245060d88baf09a1d6fa4f77cd43ee3282
4747,Customer_4747,27,UK,558,Young,710757029d3b53444d903fb7660ba6b72bae8c55fee4cfbd2391ff4684a58c6c
4748,Customer_4748,33,UK,911,Adult,36d342e6826c9ec19cc578aa5e1ed79c1cc017b3bf3001b2111bc3f78ff71dfe
4749,Customer_4749,19,USA,2260,Young,871ed96bb786afde42c4cd9cd78ffdaa7a9d1fdafd06186b829a8c3c3e4a1f56
4750,Customer_4750,60,India,4946,Senior,947e59d06e60e1ed4c0f2cf90b07700756ff64f4b36c56c85475b2e8b3219a0c
4751,Customer_4751,54,USA,488,Senior,cf64e87a28f1e552178ff6fedd6afcc561fbf7a8b62059f5af49976ed4ea846f
4752,Customer_4752,46,India,934,Adult,f5f08858512446c268382da82f0590be4d8571eafd4b04be430d202f39dfb4eb
4753,Customer_4753,58,USA,3965,Senior,c0e0f17a025014274781b3a0924b3ff0c1e760652d8d6b8fcc21d64f44955f2f
4754,Customer_4754,28,India,2768,Young,b0a43bb113a1efc0631b5980c0abd99599628a7b0202a5dd3a0eb7812579d4f8
4755,Customer_4755,55,USA,4830,Senior,2f2254c7f84e73998c504c9d141d4f9728708a968401faf0b4efab2958cfbef6
4756,Customer_4756,25,India,417,Young,489e4616a2b4077a8036b7c9e6788fb96371162860089031d0d0e35528450250
4757,Customer_4757,42,UK,1260,Adult,91aee892465c0da8abf597340358a1b0ef4f8ca02388920b2d06a22cf41584b5
4758,Customer_4758,55,UK,4495,Senior,2b069ef54a3c9df997b03d98102d0d101f2a7a3803d844e2c18aa317589138c6
4759,Customer_4759,48,USA,655,Adult,3327e00ee1ad3fd8ba5103b3bee25c01f35586b19a07266cf03f857ad81d2b68
4760,Customer_4760,20,USA,644,Young,606e1319f8f0782210fb20957ad01322a501552f4859bb761e9e04622361ebb5
4761,Customer_4761,53,India,2803,Senior,7a2b3606898adf3f424e904c398ab3cb8f72ec7d3716f776f6ea12bb0886cd48
4762,Customer_4762,37,India,4090,Adult,2e43cfa7168131bc9f1d07f2a11a751feb6025e35a539d4592235ad94faf4d97
4763,Customer_4763,41,UK,2245,Adult,50bbcaf39d54b2d2945c6f61ce7497420859ca0fa484049f17c18e33b1328ec8
4764,Customer_4764,19,USA,2112,Young,920c9176d2672a58c60306b565a1ec47d04484924b1786ec129b35b4b64c7a96
4765,Customer_4765,65,India,3790,Senior,fcf622d9cd8dcae3b5f8965f81c1801d2cd423cfa320ae5cfc522b029a3d0ab7
4766,Customer_4766,47,India,1121,Adult,eac00191e4bb0185fa51ccba596616614fe1ea24006a0dbe6b8c5183f756b383
4767,Customer_4767,63,India,2413,Senior,b0d75a76ec37fe16b2a1b6065553e1dfdeccc5ca0f5f14ea10c7cb4a519dd526
4768,Customer_4768,26,USA,1725,Young,98c4a56a5e7141c334487b4b83b658dd141666f764de34997feeca1da8fe64a8
4769,Customer_4769,32,India,2216,Adult,a792f6ffe54ea49dd7d416e4debba27b2d702cd46483391c48f06e1181dee399
4770,Customer_4770,54,USA,1231,Senior,97faeed7725309e2e3f0bdfd8c2a8208e13097e673d98f391e328f1b2b9b495b
4771,Customer_4771,63,UK,236,Senior,9d6b1f9315a83d4a26bf5aabc944fae039ec04be980dbad82e1cd5b734276df5
4772,Customer_4772,38,UK,349,Adult,97d3a3bd580be07ccfa4ad87015bb78d9b99ec1e3123b65ddf8bbde4f5da51c1
4773,Customer_4773,42,UK,742,Adult,e155fcd3c286f67d43e5c56284295ef579cee637c6849d83eab83fcc4cd5eac8
4774,Customer_4774,31,UK,1498,Adult,d7c3ba7b692ae6a15bdb5ef6715456d4de5dd12234937868ba3e719991441823
4775,Customer_4775,60,UK,4688,Senior,53becaf3f5c29e97efaded51ad001000d26c7691566a10e62c84f7ba9f2b433d
4776,Customer_4776,57,UK,3138,Senior,4e37c9647689c1f22ad45576ed9f280610e8d6c1eab54b1087afb5dd78d89904
4777,Customer_4777,54,India,2372,Senior,7dff3783ca4dbd05f1023772515d5b4bd6f4d7c6d512de241b53bb39ee87846c
4778,Customer_4778,32,UK,3215,Adult,b5d80b86ee838dbb3740664e857c7e11c2d4281be63d972e037547e290f6ed34
4779,Customer_4779,23,USA,1626,Young,7a06b7ed9cf92e80037c46fc98bd69cbffa0557e6aa5798b86477b86fcc712cd
4780,Customer_4780,61,UK,4323,Senior,b38a13ea9636a4f2f84d59273387e0fa6e2aedb4231b0c2373f099ef17866233
4781,Customer_4781,27,UK,1178,Young,6999776cfc99810cb12666b42319c97088018ca3c024d6f3491bfd9f708472ca
4782,Customer_4782,53,USA,4573,Senior,4934fe7aebc34ac4c633dc89139a32f06ac76310a39b1d1ec531c5f1085eb165
4783,Customer_4783,40,USA,4232,Adult,ccdad3cd3e973f6e41987710fc9deff48d7b3d45d20f25f7909a020e3a06b3d5
4784,Customer_4784,46,USA,1487,Adult,af0b04811d77df571048bb306c37b355b3f812f673d5220a8311b0ab61f4d573
4785,Customer_4785,46,USA,920,Adult,d59cdd0652745f4651c9a50717fdec3429b9baab951a6a550fcc6be35c5002e2
4786,Customer_4786,20,UK,2120,Young,885ff43ac5b42b6db3dd2168bd63feabe975c7ddf5e037c3b33edffb4ef37aaf
4787,Customer_4787,41,India,4475,Adult,8129cbc947a40af639fd6d578f639bac068866d42b2da569e8874197a996782b
4788,Customer_4788,68,USA,2874,Senior,d9505b6bad80c8c988616ede82fb92135942c6c6ebf882852c20970df18e440f
4789,Customer_4789,25,India,4741,Young,eb8af5e602f62c200858452b02ca3b2dc6b2366d419130665b407464c39e2b7e
4790,Customer_4790,59,India,2537,Senior,cde3ca4c3c7c2530abecc5297fb8c7b99bc65267125848692d41b7a304c4f348
4791,Customer_4791,32,USA,1938,Adult,c184f19c69e68aa62d8bbad0dc9f07fe3826f4f04078bf63c524231ab306f37c
4792,Customer_4792,32,USA,2991,Adult,98ac29ebbd7556f8e78971f87a2ce743c16f9ee948241522bec0c588ebb5ad7c
4793,Customer_4793,21,USA,1150,Young,002d73a26a78aac4f0bb0e614ac76a03f93c8900b65d332ebc6609b6478339f0
4794,Customer_4794,39,UK,4336,Adult,fe6ae8b43d865f702820d328ff4cd8711410e74529c8a077ee8967b51ae574a9
4795,Customer_4795,51,USA,3125,Senior,58b945d6026d78c5438a149cb5a824a7c1c5b142414b56c83c5457ce53786e09
4796,Customer_4796,70,India,3056,Senior,9dc589a36a2861747eb5f6923cf5b2510a1974789312bd2c3c30c186bd3b2054
4797,Customer_4797,53,India,2851,Senior,6c2324f3602f1ba4b5060ede7b6c3e4ec906a45ce377c9049c824acd6ccbc17a
4798,Customer_4798,29,India,742,Young,b6958b45433b02dd10e1c716e9a80a8740d24fede13c9ca7d0d2b3ed37a89792
4799,Customer_4799,38,USA,4373,Adult,5d1cf0fa411640c5e93b2108121e41605248c9ad2c0cd468bed8f08152150227
4800,Customer_4800,43,India,3179,Adult,06d0756f38cbbbb3b48a004a6359f7f117417484580829bd15c20820f00739f6
4801,Customer_4801,64,UK,1068,Senior,d6ec7190e8ec699139c48eb8c2426c83e73fbdf5aa981e7225261c9aeb8f1b78
4802,Customer_4802,50,UK,2157,Senior,746f30ce607a301b9432af769100fce8489dac9b94f154ec69e20f6ec589cf10
4803,Customer_4803,70,USA,4529,Senior,6ef93c1e75b7cf25757e84ed8e83db36a6254dd7824e1a99d498a3f645737c2e
4804,Customer_4804,19,UK,4128,Young,e1069b398a402ce8035a3fae8896c0efeb7343bdfade1211fb831a4a5b2f1fb9
4805,Customer_4805,35,India,194,Adult,53bad754fbe83455a7203de759fc470719a07582601685a0f4d3ebf079c2fd12
4806,Customer_4806,43,UK,3185,Adult,d71a5a7a557fdbcc2cc26ca92a9df47baa30c4eded363f12b9620aeddaaa8711
4807,Customer_4807,25,UK,2046,Young,79531a608955c47416c94fe324f0d1c6d2a85d5cd8e9ed0a55429265ff2cfbd9
4808,Customer_4808,23,UK,3359,Young,de1999cee796fd563fc42d317a64485d960ea6f06d1f80d284f16b5a9e4a0975
4809,Customer_4809,31,UK,2053,Adult,50c99f5c28d996f72418b4535e2cfc86881d112e88ea391c33ecc31c4be49e17
4810,Customer_4810,39,UK,1041,Adult,1adaba5bcf17537410f3ca74f524b91a65a13d47720736157b0576c7de5638ff
4811,Customer_4811,38,India,4600,Adult,297bee30e2f98a94da58f9dc83245162e7c862e454830e341ca9d189852e98f6
4812,Customer_4812,49,India,3581,Adult,0ca3d4eea88edb7e717ebeda76daff988dd5fc3ce566a5ff8be0ec4b4b4759d4
4813,Customer_4813,59,USA,3123,Senior,a9d70221b29b39765e3de51a4d4358113394ecccada9e1463546c19f9ead8867
4814,Customer_4814,59,India,2704,Senior,c0eb6266690da620e1798898096abef9eb5cecf523292d8469cf804951f419a7
4815,Customer_4815,59,USA,1277,Senior,082cec37cd4d9d08d6c1408655aecc731f47c3c82253c564e758d897dc297fa2
4816,Customer_4816,38,USA,2293,Adult,1f99dadb6dcb788a5eba4d3b86d7a6a523d37f8c5dec9b6fa98dc9155c302cf8
4817,Customer_4817,38,UK,4755,Adult,8ab8f9126fb962ffce225dc6ca2f2e13effe8c913e92380a01a8986cb4a5a3a6
4818,Customer_4818,33,UK,673,Adult,de046226884b18840bb45a1bd649ac1977b59250b41010bc951e137f56f7be84
4819,Customer_4819,42,India,4524,Adult,c94676036d31cad2aecd8b1e2e82f79cab47236dda2bb545e8d2c71449d9a481
4820,Customer_4820,38,USA,3922,Adult,1d6bf27a39aacb0de05c54b291324ea7f6f02bb32a8b02aa40825602f453d6a8
4821,Customer_4821,40,UK,3869,Adult,a18622d74f687e13cf4d334a4109e876e47cd4f412320b9169940f3206620747
4822,Customer_4822,59,UK,4817,Senior,a3e3dded56804936ca2947b8a600e9afc9184e6fd64b5b217ed4e2b46aad8ac7
4823,Customer_4823,46,USA,860,Adult,99433663163e8386cc1556ddac7321557c8f43066368703786c7940db8660440
4824,Customer_4824,66,UK,3017,Senior,3d13d1525f14dcb493bdf6d9be656e115606655bc03438eeaf75e818e4781256
4825,Customer_4825,60,UK,4002,Senior,5a7dec3d7953e349ef95b7495ffdfb79dfb7f05c5d9e1410fbc301f2f06ef067
4826,Customer_4826,19,UK,4209,Young,7c46258a1424e13ad2ba48459f7137893d76ccc36f18281135140e190b76720c
4827,Customer_4827,37,India,2737,Adult,fef44fc057def8d71e46daf99bf0d36a3b7941b4d37c015d90d7a134aa307914
4828,Customer_4828,52,USA,1691,Senior,21cbddafa1ee8f1364c0474352346a23d3b681fbe7b280a8c6c37bf501cbcf44
4829,Customer_4829,70,USA,653,Senior,2f0493883005b3d9b2de2b61c958af6afe9a66d5dd6c47d097dfeda079e38390
4830,Customer_4830,19,UK,4040,Young,2c310bae4f6199a4f641d7467188e9a607addb1a8b0baf8b37c310f1b2b3e7d0
4831,Customer_4831,64,India,1664,Senior,a75c25f64a9801478c9f901770ea4158a5e11380969e9b7bd5bcb6ba7c87d880
4832,Customer_4832,41,India,1975,Adult,708d91316685e4cfd9d99effb2a41e0ae52d8d972dbca81dc52e1c8d58b8fad9
4833,Customer_4833,28,UK,3341,Young,4835effbf3f94e8d312edc128e4ee2b6197ddcbc948046f57aa18767f16cbaf4
4834,Customer_4834,44,UK,1943,Adult,a8542c523846e6dea9304ac49bbe913f58aa5144fea3e29f41dbb28b4cd5a2e5
4835,Customer_4835,18,India,1881,Young,aaca13ee392f7e6c6a5101dd67a0603c85689835befff263239553f3da4f98ae
4836,Customer_4836,36,UK,3683,Adult,489d26080ff25fd413e571937eb55729cb6f671796bc63bcb8d63bdd4805283a
4837,Customer_4837,49,USA,2117,Adult,11c8b32f567042dbea5a4539e28350253c370765b65980f3de9fe808307e8b70
4838,Customer_4838,66,UK,1235,Senior,699abf654a19b1e8e4e2c722f3056b4656cf3a1961e03e872238cc343fa0ae13
4839,Customer_4839,45,UK,4199,Adult,0decb803b0c08c1de74789a814e84423efc203269ba0b5cbd8d10ecdaeff69eb
4840,Customer_4840,52,India,4053,Senior,7d970c7d74cd2f03587e00b3acb42efaeef7fd121fc189c0304658137dfbb5c0
4841,Customer_4841,58,India,2254,Senior,5efec438ba7c3da56db93c49b2d949c4d5b074b7c7cb40956819842083afd765
4842,Customer_4842,25,UK,3713,Young,70e7638ec14f9b414eb62e1e67d06e08286963ebde08f87698f45640188d147b
4843,Customer_4843,41,India,2811,Adult,8c1ec92fdaab77bc51443a8473bdb5e361717a5e62455d2b886d3fd239df0adc
4844,Customer_4844,44,USA,1942,Adult,b27cbc2687e092c53b8925a561c1d037071df87cd00da6fea67545e04a670c34
4845,Customer_4845,70,UK,4785,Senior,2e4e5554945d720dbdd2908719ea4f55c32896955fe911d537c53d9a70917fd7
4846,Customer_4846,64,India,1851,Senior,0ee27a74a5b6927face56d3cd391bdd849fb6400d70871572f4e82141f72d072
4847,Customer_4847,28,UK,4543,Young,98b44f8d1b94d0eb1964a0e5b1824f80f723f27588ce0abebb7a760032df616b
4848,Customer_4848,30,India,2620,Adult,58110d010f10892d6b05aeec106a0bae5795a386e48269560d1ebb580130441c
4849,Customer_4849,45,USA,2948,Adult,2b4b437df2664b1ba0a05872ae7545108b4266c7faffa80bb7945adbc03dab53
4850,Customer_4850,19,UK,3179,Young,aff0157c85f16c82629b1c87d1d5a14513a93969e0ad3cc12c08119f33811863
4851,Customer_4851,63,India,3615,Senior,c79cbd380be5594728cffa8dd25a5f298af4629b1836d294d9aca5df0bbaefda
4852,Customer_4852,56,UK,3390,Senior,56bb81b8058aa4309a7d10f439130fb3c577d63cfbf9dbbbe68379eeec35c2c3
4853,Customer_4853,70,USA,832,Senior,474ac21cf026fc7ac30d40c7a2e9c2bbe2f8815a6ea0e7a82567a97045da191c
4854,Customer_4854,33,UK,3840,Adult,80e9848cc87dc35181577de07434b1490b3cca8c3f9dba6954af55d7eb7794df
4855,Customer_4855,37,UK,2355,Adult,62f74e8058ddd9e9ef8f6e0c56de24d8c0b050bace2ade44aa5b13d39b003bdb
4856,Customer_4856,31,USA,1242,Adult,038b471222516986314ea41bcb662afb0af8d0fc2fa59517b285775c2e359a59
4857,Customer_4857,34,USA,3917,Adult,3963cacf315265c1238cb7b455db8e3dcf6a6095196849030000b71c3b9dbede
4858,Customer_4858,51,India,525,Senior,46a00da390e2683d4a1ce498418e90aafee5a0b9857e62fe628c0c3888f17159
4859,Customer_4859,47,India,3253,Adult,b975ccbab879ba8a820d68a932af6433de4ba3a1cf354010649eeb90df70166a
4860,Customer_4860,69,UK,1191,Senior,d294ef4055a5303e8ad4ba1b9af3469cbfe761385cb439b64ab4dfa8792f7770
4861,Customer_4861,49,USA,3579,Adult,2018cc7d9fb7fcacfc8f767cc81d0e295cbbe3676d4ceaf264f9cccb9f15feca
4862,Customer_4862,23,India,3300,Young,803794b55d1ca8b3faf8952e607215a194a36207bd015c0338833144b71a60bd
4863,Customer_4863,47,India,925,Adult,c9b0198782c1dfb23ca6e7125d5f02e5d1d30f628f7b88a391e42bc3f26c29ba
4864,Customer_4864,48,UK,1069,Adult,f60a1613f00338b6c7ee1d9be381c182ea1e90875d33425953c8b971fa69e6a2
4865,Customer_4865,58,India,746,Senior,2b4840df68648e4b12065b18ff110aa86a9952aae022ef34137860ccdaf0f9ab
4866,Customer_4866,48,USA,1091,Adult,8a0202c87519ed56a361434c469fce39e9d77f01e1824892a6740365f7b1f6a3
4867,Customer_4867,46,India,2144,Adult,d9aea72a3a7722e998498dad36b9bdeeab387740dd1347dae541f654a469fd10
4868,Customer_4868,29,USA,4681,Young,c7fe2d2442062c758c812d7ac21fca4adb50c180404438d2d1edeb9f49cb6e03
4869,Customer_4869,64,USA,4792,Senior,e7331fff01e478022997db5f6cbc7f31fa415ac42f4505163820dda436287aa0
4870,Customer_4870,59,India,2665,Senior,2fb92b0d5422577479db433bd8f574bc10434096e262722cd8fb57cde189307f
4871,Customer_4871,39,UK,4446,Adult,fd9624d83ace704c6d0827f808593c477a5f99a6e0e17d36053830840ebc5bfc
4872,Customer_4872,54,USA,4157,Senior,fafe91fe6d78ff8d1b9a3bf0f0f2825e5346f55731e15549f1e283b70f715ce0
4873,Customer_4873,33,USA,3564,Adult,4c277347c840fc2651bb0f2afb8d430ba2b33d8ec54cdd7af2ce1418ba9c7adb
4874,Customer_4874,49,USA,2384,Adult,1589f7866b049e32ead3c564e03d7d4c91db17806faa9e4b03404e191337d1c7
4875,Customer_4875,21,UK,2129,Young,45fcb371a5ad895a9c5006afc3bb07443bc824a690a1f7e4937d2930454a3ee4
4876,Customer_4876,36,UK,4790,Adult,3ba74cbc3eceed6a7741e4f63414ce71f5f38ab5ba5cadd47f6675b8336d3015
4877,Customer_4877,61,UK,2003,Senior,df4e010c10b61ad41cb595897727c5124c5965a8e8be78486c42bebb8f840679
